modality,x,y
Xenium,1623.8410583496093,2920.6537475585938
Xenium,5273.487573242187,5226.5869140625
Xenium,1207.9560424804688,6744.2486328125
Xenium,3832.176025390625,1862.4967163085937
Xenium,3449.66357421875,5674.593359375
Xenium,580.749478149414,884.4940002441406
Xenium,4396.72626953125,6793.472265625
Xenium,1377.41171875,721.3089935302734
Xenium,4764.356665039062,6683.794458007812
Xenium,2821.706774902344,2719.223461914062
Xenium,4228.969140624999,1365.2713073730467
Xenium,455.1344818115234,2923.235913085937
Xenium,4815.144165039063,6518.876611328124
Xenium,3444.0916748046875,2808.734521484375
Xenium,1357.6099975585937,5138.828979492188
Xenium,982.2996154785156,5570.771337890625
Xenium,1050.9044311523437,1297.9650451660157
Xenium,1623.7278564453125,3673.904614257812
Xenium,3455.311010742188,766.6974578857422
Xenium,640.816162109375,4212.2779296875
Xenium,3913.294995117187,3072.119970703125
Xenium,963.6317810058594,3369.685131835937
Xenium,3200.7343505859376,1526.6067443847655
Xenium,2404.796923828125,2687.4225463867188
Xenium,3563.0543212890625,4709.548266601562
Xenium,1794.3174194335936,2727.17021484375
Xenium,3868.0943359375,5396.432104492187
Xenium,4916.583447265625,1007.4529541015625
Xenium,3057.1582275390624,2371.4701171875
Xenium,3474.2440551757813,4110.297021484374
Xenium,3374.5641235351563,5074.361376953125
Xenium,1111.4483581542968,2741.899951171875
Xenium,3983.0198974609375,5679.042993164062
Xenium,3129.6831909179687,2354.8465576171875
Xenium,3148.591125488281,1430.3714294433594
Xenium,694.4424774169921,2633.36474609375
Xenium,3677.9906738281247,4030.033447265625
Xenium,3788.8114990234376,364.1467910766601
Xenium,2554.5824462890623,667.4105682373047
Xenium,3170.4796630859373,551.801333618164
Xenium,2966.9005126953125,2106.421398925781
Xenium,2874.7626708984376,7049.824462890625
Xenium,3888.85791015625,973.79453125
Xenium,3916.345947265625,4342.92724609375
Xenium,3097.176086425781,3974.380859375
Xenium,974.2234741210938,2311.5546630859376
Xenium,451.87990112304686,2445.289794921875
Xenium,2478.000061035156,3715.7438720703126
Xenium,4166.591259765625,382.2489532470703
Xenium,2020.1316650390625,3240.587231445312
Xenium,3974.3812744140623,5776.85234375
Xenium,4846.626538085938,6125.108715820313
Xenium,4164.430566406249,373.4968688964844
Xenium,3887.899584960937,3561.719555664062
Xenium,4068.584765625,6438.67529296875
Xenium,2309.073559570312,1301.8787597656249
Xenium,2175.7781616210937,2145.240832519531
Xenium,2175.4284912109374,2700.6473510742185
Xenium,787.3915649414063,5942.774169921875
Xenium,659.9398651123047,4451.347900390625
Xenium,2304.2281860351563,6397.064721679687
Xenium,2929.7362548828123,5286.462109375
Xenium,2887.54296875,5770.348681640625
Xenium,3948.952661132813,4241.542333984375
Xenium,3175.9683471679687,6612.528930664063
Xenium,4814.690942382812,3168.1062622070312
Xenium,4214.7735595703125,5623.562646484374
Xenium,3836.138818359375,3754.708984375
Xenium,864.3613372802735,5518.949145507812
Xenium,4215.568359375,6286.030151367188
Xenium,925.939385986328,808.478091430664
Xenium,421.72560119628906,4155.310083007812
Xenium,3850.5,6345.560449218749
Xenium,3052.6455078125,6375.547436523438
Xenium,2356.6104736328125,262.52172698974607
Xenium,1594.944482421875,807.2541412353515
Xenium,3985.3017822265615,5663.085986328125
Xenium,4247.095556640625,4660.76083984375
Xenium,3631.93046875,4733.728442382812
Xenium,3899.4476318359375,526.8550476074219
Xenium,1039.7044982910156,797.0085906982422
Xenium,1247.7947082519531,266.076692199707
Xenium,3468.4482421875,4603.501635742187
Xenium,3656.532739257813,6258.650854492187
Xenium,3885.1744384765625,5383.712817382812
Xenium,3110.4415649414063,6596.852075195312
Xenium,2346.8022705078124,457.2453704833984
Xenium,4981.467749023437,2349.419299316406
Xenium,1689.082293701172,6726.7559814453125
Xenium,4733.349511718749,33.147457885742185
Xenium,5015.6163330078125,1295.8351684570312
Xenium,3733.5722900390624,6731.052465820312
Xenium,2923.7206787109376,1394.8985595703125
Xenium,2683.3869140625,2301.141125488281
Xenium,2636.042578125,6115.5611572265625
Xenium,673.64990234375,2945.8414306640625
Xenium,3795.1864990234376,814.8227416992187
Xenium,788.6818176269531,2060.108850097656
Xenium,2909.1602783203125,1793.6531494140625
Xenium,1323.9056091308594,6969.3625
Xenium,3170.8671020507813,6071.379833984375
Xenium,3199.7164672851563,3473.93671875
Xenium,775.8772399902343,2733.750036621094
Xenium,4072.7438720703126,6376.255078125
Xenium,5242.002294921875,2164.0906616210937
Xenium,2155.2580078125,1005.2650756835938
Xenium,799.0669769287109,6430.279052734375
Xenium,1092.1201965332032,1170.2996520996094
Xenium,3187.757531738281,4182.58603515625
Xenium,1531.3449340820312,3091.30556640625
Xenium,4191.546728515625,1794.4734741210937
Xenium,4767.70478515625,6761.402197265625
Xenium,3812.391528320312,269.62761077880856
Xenium,1203.017596435547,5124.152783203125
Xenium,4984.846582031249,1364.209844970703
Xenium,2521.382849121094,6145.014819335937
Xenium,2158.551342773437,2042.554357910156
Xenium,3753.710815429688,4426.43310546875
Xenium,4088.9544677734375,3653.365161132812
Xenium,1030.301788330078,5622.513842773437
Xenium,4296.99072265625,788.6073699951172
Xenium,3126.7357910156247,2991.510046386719
Xenium,4457.568505859374,6895.424536132812
Xenium,1408.985400390625,3143.048486328125
Xenium,4774.27734375,1252.5890319824218
Xenium,986.2275451660156,248.09478759765625
Xenium,3078.349291992188,1944.097131347656
Xenium,3572.556640625,706.9983947753906
Xenium,4925.546215820313,850.8334503173828
Xenium,5140.22392578125,190.36988372802733
Xenium,527.820687866211,6980.066357421875
Xenium,1900.9417846679687,6723.797998046874
Xenium,4168.920458984375,58.13424911499023
Xenium,3222.981896972656,3064.399206542969
Xenium,895.4243652343749,901.6305480957031
Xenium,4244.203149414062,414.5998474121093
Xenium,887.3534118652343,2868.910412597656
Xenium,3097.9901855468747,1061.692022705078
Xenium,3538.0810058593747,5719.999462890625
Xenium,3536.4748046875,4670.39306640625
Xenium,2615.0436767578126,1401.0068969726562
Xenium,1979.369226074219,3236.852502441406
Xenium,4149.56552734375,6828.242578124999
Xenium,2533.729846191406,6638.040551757812
Xenium,908.8233825683592,692.7626068115234
Xenium,3975.282739257813,4902.826562499999
Xenium,3177.616467285156,1563.869158935547
Xenium,488.7721008300781,4113.566284179688
Xenium,665.9649871826172,1252.5655822753906
Xenium,2326.159680175781,6809.611474609374
Xenium,2652.679211425781,191.0059959411621
Xenium,3510.9088134765625,4412.384448242187
Xenium,1441.627392578125,1085.6401916503903
Xenium,2532.2263671875,3728.85869140625
Xenium,1218.1873779296875,436.19183959960935
Xenium,3003.5642333984374,829.9314086914062
Xenium,1224.0994018554686,2556.900646972656
Xenium,1897.8478759765624,259.45292816162106
Xenium,1003.8333984375,2253.433837890625
Xenium,4437.970361328124,224.8592666625977
Xenium,1216.7754150390624,771.0549011230469
Xenium,3997.8376220703126,5364.735571289062
Xenium,4333.783935546875,5875.023608398437
Xenium,3443.147253417969,3765.628247070312
Xenium,1312.8428466796877,1729.6277709960937
Xenium,1762.4272705078124,668.9980926513672
Xenium,2410.215051269531,3258.780261230469
Xenium,2568.420263671875,2859.066931152344
Xenium,3427.0138549804688,6677.37421875
Xenium,731.9727478027344,6326.795703125
Xenium,1081.931610107422,5074.495019531249
Xenium,1915.3255859375,183.4991584777832
Xenium,2538.60966796875,3126.750939941406
Xenium,3458.5435424804687,6835.521533203125
Xenium,4451.769165039063,5742.193676757813
Xenium,5145.195263671875,545.8091552734375
Xenium,4695.469311523438,4443.2650146484375
Xenium,913.4909118652344,1009.4711853027344
Xenium,3854.3395263671873,3415.339013671875
Xenium,1743.077734375,1036.3578308105468
Xenium,3669.527197265625,6855.464575195312
Xenium,2423.5257690429685,2107.75927734375
Xenium,358.0949508666992,1339.6779235839842
Xenium,3455.5409423828123,2329.668005371094
Xenium,2833.476245117188,1201.8545532226562
Xenium,3554.6755126953126,6843.833520507812
Xenium,4959.722192382812,5774.391577148437
Xenium,478.3123382568359,2323.863269042969
Xenium,4689.576586914062,6767.634423828124
Xenium,594.8563446044922,1355.9518127441406
Xenium,4381.288476562499,4892.871850585937
Xenium,3783.790356445312,4100.721655273437
Xenium,3965.987109375,6539.728173828124
Xenium,2180.385095214844,3616.599755859375
Xenium,2696.6882934570312,6815.969873046874
Xenium,1403.5205810546877,6000.557153320312
Xenium,4199.430810546874,6867.0474853515625
Xenium,2515.406909179688,1833.964025878906
Xenium,1217.913037109375,1318.2811035156249
Xenium,2533.026354980469,4577.223852539062
Xenium,3468.453430175781,5925.055737304688
Xenium,3192.6857055664063,5086.5548095703125
Xenium,1512.345587158203,2934.4390625
Xenium,1760.87294921875,391.0689483642578
Xenium,4319.26337890625,1112.8731872558594
Xenium,2224.28232421875,6641.1296875
Xenium,2404.939904785156,6352.948144531249
Xenium,3144.325561523437,2288.193566894531
Xenium,815.4933410644531,2481.010131835937
Xenium,3016.0982055664062,1977.754309082031
Xenium,1185.5848144531249,6077.48505859375
Xenium,1632.0265625,5412.404052734375
Xenium,1046.44794921875,1426.7755310058594
Xenium,425.82587585449215,1762.27578125
Xenium,4867.1962890625,4214.683911132813
Xenium,3869.39091796875,6644.530932617187
Xenium,2084.764038085937,1815.89384765625
Xenium,4843.450244140625,174.69435119628906
Xenium,2967.716064453125,4628.0736083984375
Xenium,4030.9577392578126,5182.326318359374
Xenium,330.8672729492187,2750.554968261719
Xenium,2538.938793945312,5288.929931640625
Xenium,2482.022204589844,6530.842602539063
Xenium,3387.7941162109373,1204.2405090332031
Xenium,1402.7920837402344,975.4207580566406
Xenium,400.2440872192383,801.4523101806641
Xenium,413.6590057373047,693.4089263916015
Xenium,4038.2790283203126,5731.83056640625
Xenium,4679.496533203125,3403.2045166015623
Xenium,3759.921875,4991.495092773437
Xenium,1761.77109375,6760.018872070313
Xenium,3185.834033203125,6588.480322265625
Xenium,841.8643524169921,322.9672637939453
Xenium,476.6176818847656,4420.70556640625
Xenium,3391.227526855469,337.9961135864258
Xenium,1516.6424865722656,1561.65419921875
Xenium,4584.699536132813,6417.80712890625
Xenium,937.2142333984376,4422.414697265624
Xenium,3585.86943359375,2025.508703613281
Xenium,3744.6413818359374,6584.977392578125
Xenium,3711.4722900390634,3605.0927978515615
Xenium,2888.4940307617185,432.4716110229492
Xenium,2075.555981445312,1177.7112121582031
Xenium,3751.980932617188,6598.674096679687
Xenium,1085.3322326660157,3646.260107421875
Xenium,1558.2053283691405,2527.4812255859374
Xenium,1506.1832946777342,3079.0152221679687
Xenium,3819.72568359375,1177.922882080078
Xenium,2956.617712402344,5113.28955078125
Xenium,4364.539990234375,5675.291870117188
Xenium,5030.447338867188,623.3060272216796
Xenium,3644.9730712890623,3992.33876953125
Xenium,473.06769714355465,370.9024856567383
Xenium,789.1671539306641,1854.890295410156
Xenium,2650.2597412109376,4707.787255859374
Xenium,2041.0521240234373,567.2921478271484
Xenium,1885.5264038085936,1607.2270446777345
Xenium,2822.07138671875,5375.306201171875
Xenium,1805.492138671875,1497.3872680664062
Xenium,4188.419824218749,1328.8804748535156
Xenium,2334.081115722656,749.8629028320312
Xenium,2324.4127807617188,2924.218518066406
Xenium,3046.635534667969,5168.776953125
Xenium,2977.9123291015626,1840.007409667969
Xenium,352.3025619506836,2259.430737304687
Xenium,2495.1121215820312,3161.050390625
Xenium,1817.7748046875,691.5385528564453
Xenium,3986.986840820312,604.6168182373046
Xenium,1517.3752380371093,232.95421447753907
Xenium,4853.979370117188,546.1651550292969
Xenium,2359.1005004882813,1351.4886901855468
Xenium,2275.2541015625,6735.756518554687
Xenium,4522.228686523437,947.6850463867188
Xenium,578.2443023681641,1275.6712219238282
Xenium,1642.407208251953,1209.4231018066405
Xenium,457.48951721191406,652.0408935546875
Xenium,2976.8687133789062,4196.510180664062
Xenium,4912.6845703125,871.6537292480468
Xenium,4802.976879882813,1667.0610473632812
Xenium,2644.52265625,6595.048730468749
Xenium,4488.625463867187,6228.789208984374
Xenium,2559.0661132812497,1827.524072265625
Xenium,3628.53544921875,5573.218408203124
Xenium,3407.076831054688,6456.118969726563
Xenium,4186.303955078125,6844.984008789063
Xenium,3050.160876464844,2016.4251586914063
Xenium,3333.863317871094,5182.8646240234375
Xenium,4254.752612304687,4576.6689453125
Xenium,1164.6233703613282,795.2474243164062
Xenium,3922.11416015625,6858.154443359374
Xenium,424.466389465332,1119.1991088867187
Xenium,1653.119158935547,1307.2293395996094
Xenium,1996.1193725585936,303.64369354248043
Xenium,3815.8072998046873,6981.284082031249
Xenium,3434.003735351562,4180.29501953125
Xenium,2845.490380859375,194.83039932250972
Xenium,1708.3138549804687,400.8186569213867
Xenium,4795.458032226562,1566.0111755371092
Xenium,4828.736279296875,1264.376867675781
Xenium,699.7471954345702,626.9319122314453
Xenium,2827.477893066406,5265.7798828125
Xenium,3226.058996582032,6829.112084960937
Xenium,3984.5937255859376,3168.8232421875
Xenium,3275.7570190429688,6386.7439453125
Xenium,4892.872680664063,2607.3270629882813
Xenium,2977.0343139648435,2842.178576660156
Xenium,1617.4504943847655,1182.8481506347655
Xenium,1684.9351196289062,2181.258752441406
Xenium,918.1613464355468,3165.983752441406
Xenium,3609.553637695312,2079.180310058593
Xenium,1435.219500732422,5526.561791992187
Xenium,4380.052905273437,7001.894091796875
Xenium,396.8912460327148,270.6311492919922
Xenium,982.0399047851562,2270.95595703125
Xenium,662.1198059082031,6111.404541015625
Xenium,2640.517944335937,2278.590808105469
Xenium,4440.448559570313,55.00752639770508
Xenium,3152.159008789062,6677.113989257812
Xenium,3972.599926757812,6892.391845703125
Xenium,4081.3779296875,4376.9915771484375
Xenium,2489.346398925781,1032.8772094726562
Xenium,4635.964746093749,6273.950854492187
Xenium,2107.022998046875,6617.122583007812
Xenium,1999.0671875,4792.5286865234375
Xenium,4473.556225585938,6304.0635986328125
Xenium,2252.2775390625,837.2461608886719
Xenium,2665.0625244140624,6269.809594726562
Xenium,3774.8603759765615,3293.64375
Xenium,3698.189379882812,3089.7398315429687
Xenium,2459.065771484375,4711.2046875
Xenium,3382.19814453125,6701.127734375
Xenium,1592.7449829101563,3298.53125
Xenium,4029.456958007812,3805.4827880859375
Xenium,1448.226202392578,1156.5265808105469
Xenium,2921.4406616210936,2671.614123535156
Xenium,2426.131176757812,1367.877130126953
Xenium,4813.75419921875,435.35340881347656
Xenium,3141.592114257812,2593.267822265625
Xenium,2000.6094726562496,2621.1183959960936
Xenium,665.0528869628906,4925.214599609375
Xenium,2626.720385742188,679.4192565917969
Xenium,1650.8291809082032,6896.732324218749
Xenium,3708.3254638671874,623.5382934570313
Xenium,877.2271850585937,1306.300378417969
Xenium,366.8924041748047,1073.9929504394531
Xenium,3546.79599609375,525.9591339111328
Xenium,279.7118408203125,541.3801177978515
Xenium,4559.6921875,4834.504077148437
Xenium,393.0168823242187,4709.457788085937
Xenium,2256.4360229492186,6550.037329101562
Xenium,3114.3055786132813,2209.939819335937
Xenium,297.642073059082,349.8148696899414
Xenium,3950.2616943359376,3928.16708984375
Xenium,3631.343603515625,101.52826271057128
Xenium,2289.371655273437,1483.5348205566406
Xenium,4467.49873046875,3876.77529296875
Xenium,4774.242065429688,3566.12021484375
Xenium,3292.90166015625,1420.1373962402342
Xenium,3092.931896972656,6415.514453125
Xenium,3885.142065429688,771.3751556396484
Xenium,1096.585498046875,853.0633514404296
Xenium,358.47045745849607,2275.002587890625
Xenium,3014.6665283203124,2015.4807373046876
Xenium,1205.7288391113282,3605.5609619140623
Xenium,4207.3837890625,4501.5863037109375
Xenium,3610.3476074218743,5218.0271484375
Xenium,1945.2652587890625,139.09096450805663
Xenium,4765.5416015625,471.2020446777344
Xenium,540.4142181396484,4930.265209960938
Xenium,1629.6123840332032,2800.288891601562
Xenium,1463.5438415527344,569.8297485351562
Xenium,5456.044995117188,2281.750500488281
Xenium,541.3316101074219,4140.009667968749
Xenium,4532.642431640625,5151.329125976562
Xenium,3628.436669921875,1700.1706848144531
Xenium,3719.579663085937,5582.108129882812
Xenium,1807.7254638671875,2627.7926391601563
Xenium,3923.2982666015614,4396.46396484375
Xenium,1092.5907470703123,1914.698046875
Xenium,2869.077465820312,2572.1371459960938
Xenium,3859.762841796875,6348.353247070312
Xenium,4631.1951171875,2924.4783325195312
Xenium,3092.05263671875,2870.1538696289062
Xenium,4385.659252929688,4995.937255859375
Xenium,5297.51376953125,6942.020556640625
Xenium,498.226171875,4275.936206054687
Xenium,472.8049255371093,570.9812744140625
Xenium,2789.0606323242187,1762.0678466796874
Xenium,1711.9296752929688,2287.5396728515625
Xenium,3962.0973632812497,4481.616284179688
Xenium,4729.70048828125,3526.6923339843747
Xenium,2454.459045410156,603.0950775146484
Xenium,1500.242218017578,1671.2357177734375
Xenium,1618.8467895507813,2569.046142578125
Xenium,1528.6484252929688,2137.085522460937
Xenium,356.79528198242184,339.5128479003906
Xenium,1704.9568115234374,1281.762957763672
Xenium,2042.766650390625,2307.6591064453123
Xenium,1140.578497314453,5295.0040283203125
Xenium,2521.4751953125,6706.534448242187
Xenium,812.9614990234375,2730.6841430664062
Xenium,4057.907470703125,3587.51796875
Xenium,3359.706555175781,6934.000341796875
Xenium,1549.2442199707032,2320.703161621094
Xenium,476.13218994140624,4809.12236328125
Xenium,2758.5714477539063,5784.214721679688
Xenium,3248.7170166015626,1147.9821716308593
Xenium,1005.253662109375,5512.943115234375
Xenium,3280.84560546875,5847.157885742187
Xenium,2770.8103271484374,5989.192138671875
Xenium,1165.7809143066406,177.43524322509765
Xenium,3469.689208984375,1888.747314453125
Xenium,1671.3774536132812,936.6384704589844
Xenium,5408.333764648437,6132.384765625
Xenium,786.5270904541015,1564.3224853515624
Xenium,1916.7659790039063,2639.250830078125
Xenium,1244.0840515136715,1367.5991577148436
Xenium,3950.229321289062,952.6664489746094
Xenium,793.4792541503906,1647.2423095703125
Xenium,698.6893646240234,5465.624926757812
Xenium,2652.530627441406,6864.659765625
Xenium,696.3724090576171,3038.3318481445312
Xenium,3543.5093017578124,3891.5955078125
Xenium,3134.819091796875,1386.241259765625
Xenium,4262.0361328125,210.9976104736328
Xenium,4492.963037109374,1530.0681701660155
Xenium,2225.233801269532,990.7343505859376
Xenium,3446.550366210937,2630.412365722656
Xenium,2512.355334472656,1511.8927795410157
Xenium,346.54244232177734,1525.179217529297
Xenium,3703.4363037109374,3616.402612304688
Xenium,4056.135668945312,210.1661445617676
Xenium,3911.489575195312,759.7127136230469
Xenium,4620.672631835937,1626.188934326172
Xenium,1981.6407348632813,3759.1349609375
Xenium,5409.96943359375,40.07880153656006
Xenium,806.2621978759765,2554.45751953125
Xenium,3796.360229492188,1176.1021057128903
Xenium,2114.706408691406,1911.568444824219
Xenium,3801.253125,5770.569067382812
Xenium,3664.37822265625,5749.068798828125
Xenium,1032.4979675292968,967.0834533691406
Xenium,2482.7321289062497,1929.9677490234371
Xenium,749.1301513671875,2872.8026489257813
Xenium,4582.196850585938,5140.060815429687
Xenium,3947.183764648437,1256.4234741210937
Xenium,3840.382177734375,5946.620336914062
Xenium,1788.098059082031,1108.6826416015624
Xenium,3440.113525390625,5503.398461914062
Xenium,2347.580676269531,416.7647171020508
Xenium,3072.53916015625,1735.6964721679688
Xenium,473.9356994628906,5852.705712890624
Xenium,4803.872534179687,874.5660583496093
Xenium,3705.24794921875,4612.975317382812
Xenium,1807.26103515625,6453.7474365234375
Xenium,4574.556396484375,6223.36298828125
Xenium,1303.9264587402342,5347.217187499999
Xenium,820.6192810058593,325.9935729980469
Xenium,1043.233575439453,2103.4808471679685
Xenium,2240.0787109375,3949.2597900390624
Xenium,2235.951977539062,2564.3566162109373
Xenium,2984.422216796875,1473.4014343261715
Xenium,1236.7405578613282,711.3414154052734
Xenium,1054.678796386719,3435.099853515625
Xenium,1647.0980834960938,342.9837158203125
Xenium,1705.6268920898438,3064.3342529296874
Xenium,2053.6359008789063,2813.686352539062
Xenium,3069.5363525390626,6601.061401367188
Xenium,3012.5932006835938,2556.8126586914063
Xenium,4522.784008789063,3499.06484375
Xenium,2522.1903076171875,1761.6177368164062
Xenium,5119.613916015624,295.1936798095703
Xenium,3982.851391601562,5124.967504882812
Xenium,3247.436206054688,6710.776147460937
Xenium,1103.0660217285156,3124.919995117187
Xenium,4118.584936523437,333.0680953979492
Xenium,2448.8601684570312,1370.0649047851562
Xenium,691.8008575439453,1986.009228515625
Xenium,3220.304895019531,4333.755712890625
Xenium,1199.4431762695312,1737.9300048828125
Xenium,2702.01552734375,3360.2577270507813
Xenium,5365.174267578125,6807.336645507812
Xenium,1719.438146972656,1038.3518859863282
Xenium,2425.2197509765624,1179.140295410156
Xenium,3121.194396972656,1191.227581787109
Xenium,4550.919506835938,6305.427416992187
Xenium,1098.1871337890625,3406.3604736328125
Xenium,4168.329858398437,6342.094458007812
Xenium,2152.4909423828126,2745.830993652344
Xenium,1054.331097412109,364.0488159179688
Xenium,2801.678649902344,6483.813696289062
Xenium,406.0183959960937,407.0397552490234
Xenium,3621.2340820312497,6551.036743164063
Xenium,3481.8195556640626,6400.658129882812
Xenium,3042.4608642578123,6655.437744140625
Xenium,2709.108544921875,2285.6971069335937
Xenium,5200.2962646484375,110.2605484008789
Xenium,548.7253234863281,6384.364111328125
Xenium,2399.7820068359374,1233.7837158203124
Xenium,2005.9904541015624,2361.828759765625
Xenium,4902.653076171875,4290.861840820312
Xenium,3286.59140625,6633.744482421875
Xenium,523.5870819091797,4180.467675781249
Xenium,1109.849627685547,662.4516815185547
Xenium,601.2967132568359,4617.045190429687
Xenium,2049.130859375,190.7947799682617
Xenium,1735.6267456054686,1923.8934448242187
Xenium,1558.378192138672,1851.346484375
Xenium,2575.151989746093,2170.381823730469
Xenium,585.4071502685547,4278.534765625
Xenium,1866.083898925781,1110.6884216308592
Xenium,1744.9205078125,2576.793884277344
Xenium,1088.3514343261718,208.2566925048828
Xenium,2047.2164916992188,1417.655047607422
Xenium,298.01623077392577,1454.0945434570312
Xenium,4141.860327148437,502.2249694824218
Xenium,748.6775512695312,1429.570715332031
Xenium,3350.365893554688,6384.890380859375
Xenium,812.6323211669921,1167.4246765136718
Xenium,3976.2203125,5796.93857421875
Xenium,4469.888110351562,1108.5569885253906
Xenium,1494.2426208496092,306.325260925293
Xenium,4000.847900390625,890.5354125976562
Xenium,2101.518542480469,3879.3688720703126
Xenium,3915.897705078125,6580.515307617187
Xenium,456.59816894531247,1605.6476135253906
Xenium,1612.2351135253905,1091.6652099609375
Xenium,3537.782592773437,2214.8109252929685
Xenium,2664.4696411132813,1743.80986328125
Xenium,3376.757189941406,6051.3326171875
Xenium,4962.183374023437,27.21926689147949
Xenium,2912.992749023437,5534.362036132812
Xenium,2932.312817382812,126.19864501953124
Xenium,3269.965563964844,2836.478845214844
Xenium,3081.5791259765624,1466.8733886718749
Xenium,2845.860180664062,5757.181567382812
Xenium,453.7084594726562,1476.7196716308592
Xenium,558.6985565185547,4232.3380126953125
Xenium,3459.545654296875,979.0176940917968
Xenium,993.0487121582032,2588.8509765625
Xenium,2881.0444946289062,1155.4569213867187
Xenium,922.2813354492188,343.5080657958984
Xenium,3781.2984619140634,5786.820336914062
Xenium,3565.1664550781247,6250.686669921874
Xenium,3317.8901245117186,424.1680023193359
Xenium,455.9105010986328,1264.9810607910156
Xenium,1991.8374145507807,1211.0345947265623
Xenium,2161.666418457032,2732.0575073242185
Xenium,1087.2785583496093,896.3607971191406
Xenium,3028.4831787109374,5324.855297851563
Xenium,4829.34140625,329.403923034668
Xenium,2895.8584838867187,451.0308868408203
Xenium,948.028076171875,3072.001892089844
Xenium,4630.067041015624,2274.9982299804688
Xenium,4190.904248046875,6079.177172851562
Xenium,2469.871728515625,225.4213073730469
Xenium,3333.345349121093,423.939860534668
Xenium,3869.8208984375,5636.055322265624
Xenium,2205.6883666992185,2858.967736816406
Xenium,708.8004943847656,6701.602954101562
Xenium,2971.633618164062,1811.1835693359371
Xenium,1427.0893005371092,5430.97705078125
Xenium,5145.018041992187,6903.321899414063
Xenium,983.708984375,7063.5232421875
Xenium,2597.646069335937,4109.89775390625
Xenium,5181.758544921875,114.22257614135742
Xenium,5321.318749999999,6100.404760742187
Xenium,3058.2634765625,5162.561328125
Xenium,2801.1662841796874,2198.6864501953123
Xenium,493.8161743164063,2223.036376953125
Xenium,1031.205224609375,2999.453894042969
Xenium,991.5748046875,2753.398193359375
Xenium,3243.780334472656,2526.6378662109373
Xenium,3178.634143066406,1041.268572998047
Xenium,4794.223291015624,4197.173828125
Xenium,1754.1748413085936,475.7788360595703
