query_idx,query_tile_id,Dataset,spindle_time_ms,bf_time_ms,speedup,exact_best_dist,spindle_best_dist,spindle_best_rank,recall_at_eps_0.1,overlap_at_eps_0.1,recall_at_eps_0.25,overlap_at_eps_0.25,recall_at_eps_0.5,overlap_at_eps_0.5,recall_at_eps_1.0,overlap_at_eps_1.0,true_best_niche,direction,seed,variant,correction,n_niches,n_tiles_index,n_tiles_query,build_time_s
34,94,cross_modal_brca_v2x_seed4,14.4988,1453.2331,100.23,14.7941,14.7941,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,4,all_niche,global,3,165,156,2.29
35,95,cross_modal_brca_v2x_seed4,14.5269,1576.7512,108.54,14.5279,14.5279,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,4,all_niche,global,3,165,156,2.29
36,103,cross_modal_brca_v2x_seed4,11.8577,1638.7994,138.21,17.1341,19.0309,10,0,0.0,0,0.0,0,0.0,0,0.0,1,v2x,4,all_niche,global,3,165,156,2.29
37,104,cross_modal_brca_v2x_seed4,14.5101,1540.0395,106.14,14.6285,14.6285,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,4,all_niche,global,3,165,156,2.29
38,105,cross_modal_brca_v2x_seed4,14.489,1566.3145,108.1,14.6207,14.6207,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,4,all_niche,global,3,165,156,2.29
39,110,cross_modal_brca_v2x_seed4,14.7739,1635.1555,110.68,14.5352,14.5352,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,4,all_niche,global,3,165,156,2.29
40,118,cross_modal_brca_v2x_seed4,14.2021,1581.9227,111.39,15.0117,15.0117,1,1,1.0,1,1.0,1,1.0,1,0.9091,0,v2x,4,all_niche,global,3,165,156,2.29
41,120,cross_modal_brca_v2x_seed4,13.5138,1560.0929,115.44,15.9611,15.9611,1,1,1.0,1,1.0,1,1.0,1,0.6,0,v2x,4,all_niche,global,3,165,156,2.29
42,122,cross_modal_brca_v2x_seed4,14.3085,1451.9546,101.47,14.3683,14.3683,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,4,all_niche,global,3,165,156,2.29
43,126,cross_modal_brca_v2x_seed4,14.4934,1552.5096,107.12,14.4071,14.4071,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,4,all_niche,global,3,165,156,2.29
44,131,cross_modal_brca_v2x_seed4,14.3427,1456.4916,101.55,14.9887,14.9887,1,1,1.0,1,1.0,1,1.0,1,0.9444,0,v2x,4,all_niche,global,3,165,156,2.29
45,139,cross_modal_brca_v2x_seed4,14.468,1584.6766,109.53,14.5536,14.5536,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,4,all_niche,global,3,165,156,2.29
46,142,cross_modal_brca_v2x_seed4,15.0875,1611.4292,106.81,13.5941,13.5941,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,4,all_niche,global,3,165,156,2.29
47,145,cross_modal_brca_v2x_seed4,14.5714,1457.6008,100.03,14.9179,14.9179,1,1,1.0,1,1.0,1,1.0,1,1.0,0,v2x,4,all_niche,global,3,165,156,2.29
48,146,cross_modal_brca_v2x_seed4,14.7258,1454.3369,98.76,14.6933,14.6933,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,4,all_niche,global,3,165,156,2.29
49,149,cross_modal_brca_v2x_seed4,14.6799,1566.1652,106.69,14.1566,14.1566,1,1,1.0,1,1.0,1,1.0,1,1.0,1,v2x,4,all_niche,global,3,165,156,2.29
